ID,Action,Question,Options
639,KEEP,"A geographical grid has: 1. Lines that run east to west around the globe to mark latitude. 2. Lines that run north to south from north pole to south pole indicate longitude. Which of the statements given above is/are correct?","A. 1 only   |   B. 2 only   |   C. Both 1 and 2   |   D. Neither 1 nor 2"
640,KEEP,"In which one of the following layers of the atmosphere all weather phenomenon occur?","A. Mesosphere   |   B. Troposphere   |   C. Thermosphere   |   D. Stratosphere"
641,KEEP,"In which one of the following states 'Roopkund' lake is located?","A. Kerala   |   B. Manipur   |   C. Himachal Pradesh   |   D. Uttarakhand"
642,KEEP,"In which one of the following layers of the atmosphere all weather phenomenon occur?","A. Mesosphere   |   B. Troposphere   |   C. Thermosphere   |   D. Stratosphere"
643,KEEP,"Ram records the odometer readings of his car for the distance covered from 2000 km at the start of his journey and 2400 km at the end of the journey after 8 hours. What is the average speed of the car?","A. 50 km/h   |   B. 60 km/h   |   C. 70 km/h   |   D. 80 km/h"
644,KEEP,"Ms. Rani decides to convert her AC generator into a DC generator. Which one of the following she would need to use?","A. A split-ring type commutator   |   B. Slip rings and brushes   |   C. A stronger magnetic field   |   D. A rectangular wire loop"
645,KEEP,"Ramesh cannot see distinctly objects kept beyond 2 m. This defect can be corrected by using a lens of power","A. + 0.5 D   |   B. - 0.5 D   |   C. + 0.2 D   |   D. - 0.2 D"
646,KEEP,"Which of the following statements are correct about the electrical resistance and resistivity of a wire?","A. Both quantities depend on the area of cross-section of the wire   |   B. Both depend on the temperature   |   C. Resistance of the wire is directly proportional to the resistivity of the wire   |   D. Resistivity of the wire is directly proportional to the length of the wire"
647,KEEP,"Which one of the following is NOT an example of organic compound?","A. Ammonium cyanate   |   B. Marsh gas   |   C. Urea   |   D. Cane sugar"
648,KEEP,"Which one of the following acid is used by goldsmith for cleaning of gold and silver articles?","A. Sulphuric acid   |   B. Nitric acid   |   C. Hydrochloric acid   |   D. Phosphoric acid"
649,KEEP,"What is the action of litmus on ethanol?","A. Litmus is neutral towards ethanol   |   B. Ethanol turns blue litmus to red; confirming acidic nature of ethanol   |   C. Ethanol turns red litmus to blue; confirming basic nature of ethanol   |   D. Ethanol decolorizes litmus through bleaching action"
650,KEEP,"Which one of the following metal is NOT an essential component in stainless steel?","A. Iron   |   B. Nickel   |   C. Chromium   |   D. Tin"
651,KEEP,"Match List I with List II and select the correct answer using the code given below the Lists: List I (Process) A. Separation of acetone and water from their mixture B. Separation of water and kerosene oil from their mixture C. Separation of cream from milk D. Separation of pigments from plant extract List II (Separation method) 1. Chromatography 2. Centrifugation 3. Distillation 4. Separating Funnel","A. A-3, B-4, C-2, D-1   |   B. A-4, B-2, C-1, D-3   |   C. A-3, B-4, C-1, D-2   |   D. A-4, B-1, C-2, D-3"
652,KEEP,"Which one of the following is NOT a requirement for photosynthesis?","A. Chlorophyll   |   B. CO2   |   C. Water   |   D. O2"
653,KEEP,"In flowering plants, DNA content of the parent plant gets halved during","A. Seed germination   |   B. Fruit formation   |   C. Flower bud formation   |   D. Pollen formation"
654,KEEP,"Which one of the following is the correct sequence during sexual reproduction in Angiosperms?","A. Egg -> zygote -> embryo -> seed   |   B. Embryo -> egg -> zygote -> seed   |   C. Egg -> embryo -> zygote -> seed   |   D. Egg -> seed -> zygote -> embryo"
655,KEEP,"Which one of the following combinations of events represents the correct sequence during reproduction in flowering plants?","A. Ovule -> fruit; egg -> embryo; zygote -> seed; ovary -> egg   |   B. Embryo -> egg; ovary -> fruit; ovule -> zygote; zygote -> seed   |   C. Ovary -> fruit; zygote -> egg; embryo -> ovule; seed -> fruit   |   D. Egg -> zygote; zygote -> embryo; ovule -> seed; ovary -> fruit"
656,KEEP,"Consider the following statements regarding the royal center in Vijayanagara Empire: 1. The royal center was located in the south-western part of the settlement 2. It included over 60 temples 3. About 30 building complexes at the site have been identified as palaces","A. 1 only   |   B. 2 only   |   C. 1, 2 and 3   |   D. 1 and 2 only"
657,KEEP,"Which one of the following statements is NOT correct?","A. Area wise Madhya Pradesh is the fourth largest state in India   |   B. Hornbill festival is celebrated in Nagaland   |   C. Gujarat state contribute 7.9 per cent share to the National GDP   |   D. Telangana is situated in the Deccan plateau in the central stretch of Indian peninsula"
658,KEEP,"Which one of the following soils is ideal for growing cotton?","A. Regur soil   |   B. Laterite soil   |   C. Desert soil   |   D. Mountainous soil"
659,KEEP,"Where is Central Institute of Buddhist Studies situated?","A. Leh   |   B. Kullu   |   C. Almora   |   D. Gangtok"
660,KEEP,"Consider the following statements about physical features of India: 1. The southern point of the Peninsular Plateau is formed by the Nilgiri Hills where the Eastern and the Western Ghats meet 2. The Cardamom Hills may be regarded as a continuation of the Eastern Ghats","A. 1 only   |   B. 2 only   |   C. Both 1 and 2   |   D. Neither 1 nor 2"
661,KEEP,"Which one of the following is the narrow belt parallel to the Shiwalik foothills where streams and rivers coming from the mountains deposit heavy materials of rocks and boulders?","A. Tarai   |   B. Bhangar   |   C. Bhabar   |   D. Khadar"
662,KEEP,"Which of the following statements about Suez Canal is/are correct? 1. Suez is a man-made navigation canal 2. Suez links Mediterranean Sea and the Red Sea 3. The economic significance of Suez Canal is less than that of Panama Canal","A. 1 only   |   B. 1 and 2 only   |   C. 2 and 3 only   |   D. 1, 2 and 3"
663,KEEP,"An iron nail sinks in water whereas an iron ship floats. Which of the following statements is correct in this regard? 1. Average density of ship is greater than that of the water 2. Average density of iron nail is greater than that of the water 3. Average density of the ship is less than that of the water 4. Average density of the ship is equal to that of the water","A. 1 and 2   |   B. 2 and 3   |   C. 2 and 4   |   D. 1 and 4"
664,KEEP,"Which of the following arrangement of resistors offers minimum effective resistance between points X and Y?","A. Three 3-ohm resistors in parallel   |   B. Two 3-ohm resistors in parallel   |   C. Two 1-ohm resistors in series   |   D. Three 1-ohm resistors in series"
665,KEEP,"What will happen if a collection of positive and negative charges are passed at a high speed through a magnetic field which is perpendicular to the direction of motion of the charges? (Assume that both kind of charges are NOT going to recombine)","A. Both kind of charges will stop moving   |   B. Positive charges and negative charges will separate out   |   C. Positive charges will stop but negative charges will continue moving uninterrupted   |   D. Both kind of charges will keep moving uninterrupted"
666,KEEP,"The motion of a particle of mass m is described by the relation, y = ut - 1/2 gt^2, where u is the initial velocity of the particle. The force acting on the particle is","A. F = m(du/dt)   |   B. F = mg   |   C. F = m(dy/dt)   |   D. F = -mg"
667,KEEP,"A block of wood (dimensions: 40 cm x 20 cm x 10 cm) is kept on a tabletop in three different positions: (a) with its side of dimensions 20 cm x 10 cm; (b) with its side of dimensions 10 cm x 40 cm; and (c) with its side of dimensions 40 cm x 20 cm. The pressure exerted by the wooden block on the tabletop in these positions is represented by PA, PB and PC, respectively. The pressure follows the trend","A. PA > PB > PC   |   B. PA < PB < PC   |   C. PA = PB = PC   |   D. PA < PB = PC"
668,KEEP,"Which one of the following metals can be extracted using carbon as reducing agent?","A. Zinc   |   B. Silver   |   C. Gold   |   D. Aluminum"
669,KEEP,"Which among the following is NOT true with respect to colloidal solution?","A. Particles are uniformly distributed throughout the solution   |   B. Colloidal solution is homogenous in nature   |   C. They show Tyndall effect   |   D. They do not settle down when kept undisturbed"
670,KEEP,"Kerosene and petrol mixture can be best separated by","A. Sublimation   |   B. Separating funnel   |   C. Fractional distillation   |   D. Compressing and cooling"
671,KEEP,"As proposed by Dalton, which of the following symbol represents phosphorus?","A. P in a circle   |   B. L in a circle   |   C. Circle with a cross   |   D. Circle with three lines"
672,KEEP,"Which among the following statements with respect to carbon is/are correct? 1. Carbon forms the basis for all living organisms and many things we use 2. Carbon shows tetra-valency and the property of catenation 3. Carbon forms covalent bonds with itself and other elements 4. Carbon forms compounds containing triple and tetra bonds between carbon atoms","A. 1 only   |   B. 1 and 2 only   |   C. 1, 2 and 3   |   D. 2 and 4"
673,KEEP,"Consider the following statements: 1. Terracotta models of the plough have been found at sites in Cholistan and at Banawali (Haryana). 2. There is evidence of a ploughed field at Kalibangan associated with the mature phase of the Harappan civilization. 3. The ploughed field at Kalibangan had two sets of furrows crossing at right angles to each other suggesting two different crops were grown together in it. Which of the statements given above are correct?","A. 1, 2 and 3   |   B. 2 and 3 only   |   C. 1 and 3 only   |   D. None of the above"
674,KEEP,"Which of the following statements about the technological innovations during the Industrial Revolutions are correct? 1. Mule was the nickname for a machine invented in 1779, that allowed the spinning of strong and fine yarn. 2. Water Frame, invented in 1769 by Richard Arkwright, made it possible to weave pure cotton clothes. 3. Power loom, invented in 1787 by Edmund Cartwright, could be used to weave any kind of materials.","A. 1 and 2 only   |   B. 1, 2 and 3   |   C. 2 and 3 only   |   D. 3 only"
675,KEEP,"Who among the following is known as the architect of Indian planning?","A. V.K.R.V. Rao   |   B. Sukhamoy Chakravarty   |   C. P.C. Mahalanobis   |   D. John Mathai"
676,KEEP,"Which one of the following Ashokan Minor Rock Edicts, contains the personal name of the king - Ashoka?","A. Maski   |   B. Bahapur   |   C. Bairat   |   D. Sahasram"
